ahlan.	hello
kan kays7abni l7wayj rkhaS.	I thought the clothes were cheaper.
kter mn 2 km.	it's longer than 2 km.
knt 8na chi yomayn hadi.	I've been here for two days.
sm3t fransa blaSa zwina.	I've heard France is a beautiful place.
chft hadchi mn 9bl.	I've seen that before.
knt ghadi nkhrj mn restora fach jaw l3chran.	I was about to leave the restorant when my friends arrived.
hir chwia.	just a little.
bllati nchof.	let me check.
khllini nfkkr fiha.	let me think about it.
yallah nDrbo Tlila.	let's go have a look.
yallah ntriniw 3la l anglais.	let's practice English.
momkin nhder m3a lla Fatiha laykhllik?.	May I speak to Mrs. Fatiha please?.
kter mn hakka.	more than that.
lmrra jjayya.	next time.
la, chokran.	no, thank you.
tta haja khra.	nothing else.
machi mo2kharan.	not recently.
mazal.	not yet.
3afak 3mmri had lstimara.	please fill out this form.
3afak ddini lhad ladrisa.	please take me to this address.
laykhllik ktbha.	please write it down.
hir 8na.	right here.
hir tmma.	right there.
nchoufouk ghdda.	see you tomorrow.
nchofouk fllil.	see you tonight.
hia zwina.	she's pretty.
zga.	stop.
staghll lforSa.	take a chance.
gollia.	tell me.
chokran 3la kollchi.	thanks for everything.
chokran 3la lmosa3ada dyalk.	thanks for your help.
chokran a lalla.	thank you miss.
chokran a sidi.	thank you sir.
chokran jazilan.	thank you very much.
hadchi kayban 3aDim.	that looks great.
hadchi kafi.	that's enough.
chi bas makayn.	that's fine.
hada makan.	that's it.
hadchi ri7to khayba.	that smells bad.
hadchi machi m39oul.	that's not fair.
hachi khayb bzzaf.	that's too bad.
hadchi fayt l9yas.	that's too much.
lktab rah t7t TTbla.	the book is under the table.
hahoma jayyin.	they'll be right back.
rahom b7al b7al.	they're the same.
rahom mchghoulin.	they're very busy.
hadchi makhddamch.	this doesn't work.
hadchi S3ib bzzaf.	this is very difficult.
hadchi mohim bzzaf.	this is very important.
jrrbo.	try it.
mbrre3, chokran.	very good, thanks.
3ajbna bzzaf.	we like it very much.
nti zwina.	you're beautiful.
nta zwin.	you're beautiful.
nti dkyya bzzaf.	you're very smart.
nta dki bzzaf.	you're very smart.
7wayjkom kollhom 8na.	your things are all here.
chi 300 kilometre hakkak.	about 300 kilometers.
wach ghai t3awnha?.	are you going to help her?.
fach mn w9ita?.	at what time?.
momkin nchdd maw3id l larb3 jjay?.	can I make an appointment for next Wednesday?.
wakha t3awdi hadchi 3afak.	can you repeat that please.
wach had Tri9 ghadya l Dakhla.	does this road go to Dakhla.
wach 3ndk flous kafyin.	do you have enough money.
wach kat3rf tTyyeb.	do you know how to cook.
bghitini ndouz lik n8zzek?.	do you want me to come and pick you up?.
tb3ni.	follow me.
mn 8na l l8i8.	from here to there.
sir nichan.	go straight ahead.
wSlti?.	have you arrived?.
fayt knti f Agadir.	have you been in Agadir.
kighandir bach noSl tmma.	how do I get there.
kindir ndouz l chari3 Mohamed lkhamis.	how do I get to Mohamed the fifth street.
kindir bach noSl l ssifara dyal lmirikan.	how do I get to the American Embassy.
ch7al tlw9t ghadi takhod f Tomobil.	how long does it take by car.
ch7al tlw9t bach toSl l Tetouan.	how long does it take to get to Tetouan.
ch7al tlw9t f TTyyara.	how long is the flight.
kidaz l film?.	how was the movie?.
3ndi sou2al bghit nsowwwlo lik.	I have a question a want to ask you.
bghit nsowllek wahd sou2al.	I want to ask you a question.
ghanakhod hada tahoa.	I'll take that one also.
hani jay daba.	I'm coming right now.
ana ghadi l ddar mn daba rb3yyam.	I'm going home in four days.
ana ghadi ghdda.	I'm leaving tomorrow.
kan9lleb 3la lbosTa.	I'm looking for the post office.
wach had stylo dyalk.	is this pen yours.
kantmnna ikoun 3ndi chi wahd.	I wish I had one.
chi wri9a l 9niTra laykhllik.	one ticket to Kenitra please.
3afak hdr bchwia.	please speak slower.
3afak ddini llmaTar.	please take me to the airport.
mn had Tri9.	that way.
TTyara ghat9lle3 m3a 5.	the plane departs at 5.
wSlo lbar7.	they arrived yesterday.
dor 3lliser.	turn left.
dor 3llimen.	turn right.
achmn w9ita ghadi l blaka t tobis?.	what time are you going to the bus station?.
imta w93 hadchi.	when did this happen.
imta wSlti l Settat.	when did you arrive in Settat.
imta wSl.	when does he arrive.
imta kat7ell lbanka.	when does the bank open.
imta kayt7rrek Tobis.	when does the bus leave.
imta ghanoSlo.	when do we arrive.
mnin hia.	where is she from.
fin kayna Twalit.	where is the bathroom.
3lach lla.	why not.
ghadi tfkkrni?.	will you remind me?.
khod had 10 drahem.	take this 10 dirhams.
wach 3ndk SSrf.	do you have change.
chwia.	a few.
chwia.	a little.
3yyeT l lbolis.	call the police.
3ndk chi haja rkhiSa.	do you have anything cheaper.
wach kat9bl carte bancaire.	do you take credit card.
kifach ghatkhelleS.	how are you paying.
ch7al t nnas kaynin f Ifran.	how many people are there in Ifran.
bch7al katTle3 fnnhar.	how much does it cost per day.
ch7al dayra.	how much does it cost.
ch7al katswa.	how much does it cost.
ch7al katSowwer t lflous.	how much money do you make.
bch7al ghTTl3 3lik lmchia l mirikan.	how much is it to go to America.
ma3ndich sa7bti.	I don't have a girlfriend.
ana mrizirvi.	I have a reservation.
ghanakhod nfs l7aja.	I'll have the same thing.
ghankhelleS l3cha.	I'll pay for dinner.
l3cha 3la 7sabi.	I'll pay for dinner.
ma3ndich flous.	I don't have any money.
3ndi 26 3am.	I'm 26 years old.
khssni ntrini 3la l'anglais.	I need to practice my English.
hadchi mzyan?.	is that ok?.
wach kayna chi bra lia.	is there any letter for me.
hadi 10:30.	it's 10:30.
hadi tts3oud o rb3.	it's a quater past nine.
tfDDel.	please come in.
sm7 lina makan9blouch carte bancaire.	sorry we don't accept credit cards.
dik restora maghalyach.	that restaurant is not expensive.
hadchi ghali bzzaf.	that's too expensive.
kayn bnadm bzzaf 8na.	there are many people here.
kay7sbo 260 drhem l nnhar.	they charge 260 dhs per days.
chnahia nmra t tilifon.	what's the phone number.
fin imken n9TTe3 lora9.	where can I buy tickets.
fin bghiti ntla9aw.	where would you like to meet.
chkon fihom lli 7sen.	which one is better.
m3a 3 wa9fa.	at 3 o'clock.
kon m8dden.	be quiet.
wakha t9tar7 3lia chi restora zwina.	can you recommend a good restaurant.
hahia.	here it is.
hanta.	here you are.
rahoa f lkouzina.	he's in the kitchen.
kay9ra f jami3at Mohamed lkhamis.	he studies at Mohamed 5 University.
bch7al b3ida.	how far is it.
bch7al b3ida Lagouira.	how far is it to Lagouira.
bghit chambre w7da.	I'd like a single room.
3ziz 3lia ntfrrej f tlfaza.	I like to watch TV.
hadi 11 o ness.	it's half past 11.
9ell mn 5 dhs.	it's less than 5 dhs.
kter mn 5 dhs.	it's more than 5 dhs.
7da supermarchi.	it's near the supermarket.
mamtwe993ach anaha TTi7 chta lioma.	it's not supposed to rain today.
hania.	it's ok.
wa skhoun l7al nit.	it's really hot.
knt ghadi lmktaba.	I was going to the library.
knt flmktaba.	I was in the library.
dari 7da l banka.	my house is close to the bank.
7da l banka.	near the bank.
fl etage ttani.	on the second floor.
3la brra dyal loTil.	outside the hotel.
lktab rah mora Tbla.	the book is behind the table.
lktab rah gddab Tbla.	the book is in front of the table.
lktab rah 9rib l Tbla.	the book is near the table.
lktab rah 7da Tbla.	the book is next to the table.
lktab rah fog Tbla.	the book is on top of the table.
rah kaynin chi ktouba fo9 TTbla.	there are some books on the table.
rah kayn wahd lktab t7t Tbla.	there is a book under the table.
chnahia ladrisa.	what's the address.
fin awa ghadi.	where are you going.
finahia.	where it is.
fin nghiti tmchi.	where would you like to go.
chkon rb7.	who won.
wakha nchof l passpor dyalk 3afak.	can I see your passport please.
wach wakha njrrbha.	can I try it on.
wach wakha nglso tmma.	can we sit over there.
wach jiti m3a l3a2ila dyalk.	did you come with your family.
wach kat3ta9d annaha momkina.	do you think it's possible.
hahia nmrti.	here is my number.
bghit chwia tlma 3afak.	I'd like some water too please.
bghit nchri chi haja.	I'd like to buy something.
bghit nkri chi Tomobil.	I'd like to rent a car.
nghit nsifT hadchi l mirikan.	I'd like to send this to America.
bghit nhdr m3a lmoudir dyalk.	I'd like to speak to your boss.
3ndi tlata t ddrari, joj bnat o wld.	I have three children, two girls and one boy.
hani jay dghya.	I'll be right back.
daba ndowr mn b3d.	I'll call back later.
daba ndower lik nhar jjm3a.	I'll call you on Friday.
daba n9rrik.	I'll teach you.
ana bikhir.	I'm ok.
bghit n3Tik kado.	I want to give you a gift.
rajl olla mra.	male or female.
tilifoni makaychddch rrizo mzian.	my cell phone doesn't have good reception.
tilifoni makhddamch.	my cell phone doesn't work.
3afak 7yyed SbbaTk.	please take off your shoes.
sm7 lia, kanDnn 3ndi nmra ghalaT.	sorry, I think I have the wrong number.
chno smyyt charika li khddam m3aha.	what's the name of the company you work for.
chno lmochkil.	what's wrong.
fin imken nl9a chi sbiTar.	where can I find a hospital.
fin kayna a9rab restora.	where is the closest restaurant.
fin kayn lfrmasyan.	where is the pharmacy.
chkon nta.	who are you.
chkon hada.	who's that.
wach wakha tddini l dar.	will you take me home.
bghiti lma ola l7lib.	would you like water or milk.
rta7..	chill out..
kon hir tyy9tina kollna anana ghandiro khdamina ghankono f33alin kter.	if you just trusted all of us to do our jobs we would be so much more effective.
Hadi machi bedia zina l nhar.	This is not a good start to the day.
klamk howa lkbir.	As you say..
3ndi bezzaf maydar lyouma, rak 3arf lw9t mziyer f had l projet.	I ve got so much to do today, you know there are tight deadlines for that project.
nchoufo ila trat chi 7aja b zerba.	Let's see if anything happens quickly..
kantmenna koun tl3t f droj.	I wish I had climbed the stairs.
bessa7 had l projet m3ettel.	It's true that this project is late..
wach kadir riyada bezzaf?.	Do you do a lot of sports?.
nta kadde7ek bezzaf.	Oh you are so funny.
kat3essebni chi merrat.	You do push my buttons sometimes.
kayn lmi2at dial nass kheddamin f had charika, wach momkin n3rf fine ja l bureau dial kola wa7d?.	There are several hundred employees in this company, can't I know the location of everyone's office?.
kan9edder hadchi.	I appreciate that.
lmohim, ana dima kanst3ml ssanssour.	Anyway, I always take the elevator..
o b7al chi mo3jiza, ma3emro khser o ana fih ba9i.	And by some miracle it never broke down with me in it again..
7tal daba.	Until now..
walakin koun rekkezti 3la annak dir contra dial l isla7 mezian m3a mmaline lassanssour kon ga3 ma wslna l had l7ala hadi.	But if you concentrated on getting a good maintenance contract with the lift engineers we would not be on this position.
ayeh, 3reft ch7al men 3am wana kanjedded f had l contra.	Yes, I know I've been renewing this contract for a long time..
walakin, rak 3arf, lw9t diali 3amr, makaykonch 3ndi lw9t bach n9abl had tafassil.	But, you know, my schedule is absolutely full, I never have time to deal with these practical details..
wakha, kanhDro, kanhDro, walakin ha7na mazal wa7lin.	Okay, we talk, we talk, but we're still stuck..
ghadi nwerrek 3la l boTon dial sovgard.	I'm gonna push the backup button..
werrekt 3la l boTon dial lurgence ness sa3a hadi.	I pushed the emergency button half an hour ago.
ta7aja ma wa93a.	Nothing is happening.
wach 3ndk reseau f tilifounk?.	Are you picking up the network with your phone?.
jerrebt b tilifouni sa3a tahowa mafihch reseau.	I ve also tried my phone but that is not connecting.
wala diali tahowa.	Neither is mine..
iwa, khasna nl9aw chi 7el.	Well, we need to figure this out..
wach kat3rf kifach tghouwet bejjehd, wla tghenni bejjehd.	Do you know how to scream very loud, or sing very loud?.
tel3at lia l9erda daba.	I am getting fed up now.
wayeh, tana, assara7a.	Yeah, me too, to be honest..
ila kan khasna nb9aw hna kter, ymken lik tkhdem.	If we have to stay here much longer, you can work..
3ndi ghi ktabi, o 9errebt nsalih.	I only have my book, and I'm almost done..
lmohim n9der ngoulik annaho maymkench nkhdm hna wakha ma3arft ach.	Well I can tell you for nothing I am not going to work in here.
kan ghadi yghowet 3lia, bla 7ta 7tiram l modir dialo.	He would have yelled at me, with no respect for his boss..
tana tchehit nghowet.	I m very tempted to yell too.
wa9ila ndirha o chi wa7d aysm3na o yji y3t9na.	Maybe I will and someone might hear us and come to the rescue.
ayeh, sir 3ellah, njerbo!.	Yes, go ahead, we can try!.
Aaaaaaah.	Aaaaaaah,.
katre33ed, yak chi bass makayn?.	You're shaking, are you okay?.
bessa7?.	Really?.
tana mstressi, frask wa7d tiyara ta7t lbar7 f Texas?.	I'm pretty stressed, too, you know that a plane went down just yesterday in Texas?.
idan 7na f nefs l7ala.	So we're in the same situation..
Tbib diali 3tani chi fanid bach ycalmini sa3a ban lia ma kheddamch.	My doctor has given me some pills to calm me down but they don't seem to be working..
chouf ydiya kaytre3do tana.	Look, my hands are shaking, too..
fikra meziana!.	Good idea!.
msafr 3la wed lkhdma wla 3otla?.	Are you travelling for work or a holiday?.
ghadi nzour wa7d ssadi9a.	I'm visiting a friend..
3ellah tkon katsenani fach nwsl..	I hope she's there to collect me when I arrive..
hal3ar tellah.	Oh, no..
Sadi9a dialk atkon hna flghalib, 3lach?.	Your friend will probably be here, why?.
ma3ada ila dart chi ksida b tomobil, btabi3t l7al.	Unless she has a car accident, of course..
kantmena maytrach hadchi, wa illa maghadich n3rf ach andir.	Well I hope not, otherwise I don't know what I'll do!.
ankon bo7di f blad makan3rf fiha tawa7d.	I'll be all alone in a strange country..
o makanhderch allougha.	And I don't speak the language..
chokran.	Thank you!.
machi mochkil.	Never mind..
ana mkhlou3.	I'm scared..
ma3reftch.	I don't know..
ban lia rak 3arf lkharj 7sen menni.	You look like you know the outdoors better than me..
jre7t rkbti b wa7d l3rch o 9mecht rassi tahowa.	I've already cut my knee on a twig and grazed my head too..
hadchi mo7zin.	That's sad!.
mathezch lhem.	But don't worry!.
l3shoub ghadi y3awnouk bach tbra o t3awd twguef 3la rjlik.	The medicinal herbs will allow you to heal and get back on your feet!.
anmchiw njibo had l3shoub o n7awlo nsaybo bihom dwa.	We're going to get these herbs and try to make it an ointment..
la.	No..
wla ymken lina nTlbo lmossa3ada b chi 3afia kbira.	Or make a cry for help with a big fire..
3ndek bezzaf dial l afkar lyouma!.	You're full of ideas today!.
walakin benti lia chwia machi wa9i3i.	But you do seem a bit unrealistic..
walakin, ayeh, l3afia t9der tnf3na.	But, yes, fire can serve us..
wach 3ndk chi afkar khrin jawk f rask?.	Do you have any other ideas that come to mind?.
n9dro nguelso hna o ntsenaw chi wa7d yl9ana.	We could just sit here and wait for somebody to find us..
3yit.	I'm tired..
n9der ntferej fik katch3el l3afia.	I could watch you make a fire!.
daba hadi fikra meziana.	Now that's a good idea!.
3lach l3adab?.	Why bother?.
ma3mrni ghadi nje7, 7sen lia ndir bna9S mn daba.	I'm never going to pass, so I might as well give up now..
kolkom 3ndkom l9odra bach tnj7o.	You have all the ability to succeed..
matf9dch l amal.	Don't be discouraged..
bach 3refti hadchi?.	How do you know that?.
nta ma dakhelch lia l rassi.	You're not in my head!.
lwra9 dialk o l as2ila dialk kaybiyno annak dki.	Your copies and your questions show that you're brilliant..
flghalib katgoul hadchi l kolchi.	I bet you say that to everybody..
ana zreg flmath, zreg f SionS.	I'm rubbish at maths, rubbish at science..
o yallah lesse9 ydi f tbla fl7issa dial tafatto7 lfanni.	And I just glued my hand to the desk in Art..
kayn wa7d stage assimana ajjaya.	There's an internship next week..
ymken yfowej 3lik.	He might make you feel better..
ymken lik tsowel ga3 l as2ila li b9aw mora mat9ra had l weekend.	You can ask all the questions that will be left after your studying this weekend..
ach kat9SeD?.	What do you mean?.
chkon ghadi nsowl?.	Who am I going to ask?.
mo7al 7ta wach aykon 3ndi chi so2al 7it kanfhm ghir chwia.	I don't even think I'll have any questions 'cause I understand so little..
ga3 l asatida ghadi ykono moujoudine.	All the teachers will be available..
bda bl as2ila lbaSita.	Start with simple questions..
3lach ana?.	Why me?.
b7al hakka?.	Like that?.
o foug hadchi, ghadi tkon l7lwa f had stage.	On top of that, there will be cake in this review internship..
bach nberdo 3la rasna yak?.	As a consolation, right?.
o, blm39ol, wach 3mrek bessa7 kheddemti chi 7aja 9ritiha fl 9ism?.	And, seriously, do you ever really use anything you learnt in class?.
wach nta mt2ekked?.	Are you sure about that?.
f ina blassa fl mo9errar kayban lik rask mweDDer?.	On what part of the program do you think you're lost?.
mnin nbda?.	Where do I start?.
7chmt chwia, walakin ma3mrni kent kan3rf mezian l jadawil Darb.	It's a bit embarrassing, but I've never been any good at my times tables....
jadawil DDarb?.	The multiplication tables?.
ayeh, 3reft fchkel had l9adia.	Yeah, I know it's stupid..
walakin l ostada diali dik lw9t kant kadowwez lw9ta dialha kaml katkhiyyet fl9ism o ma3mrha cher7at lina chi 7aja.	But my teacher back in school used to spend all her time knitting in class and would never explain anything properly..
o daba, ch7al men 3am men b3d, chouf fine ana!.	And now, years later, look where I am!.
